subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason
730,490,1,cancelled,monthly,2025-02-16,2025-05-12,0.0,0,,Company reorganization
731,490,7,cancelled,monthly,2025-05-12,,199.0,0,,Missing features
732,491,2,cancelled,monthly,2024-09-17,2025-09-03,12.0,0,2024-10-01 00:00:00,Missing features
733,491,1,paused,annual,2025-09-03,,0.0,0,,
734,492,2,expired,annual,2024-02-04,2024-07-22,10.0,0,2024-02-18 00:00:00,Not using it
735,492,2,active,monthly,2024-07-22,,10.8,10,,
736,493,4,cancelled,monthly,2025-05-02,2025-08-09,39.0,0,2025-05-16 00:00:00,Switched competitor
737,493,4,active,monthly,2025-08-09,,39.0,0,,
738,494,2,expired,annual,2024-08-09,2024-11-29,10.0,0,2024-08-23 00:00:00,Missing features
739,494,1,active,monthly,2024-11-29,,0.0,0,,
740,495,4,active,monthly,2025-04-22,,39.0,0,2025-05-06 00:00:00,
741,496,3,active,monthly,2024-02-09,,19.0,0,2024-02-23 00:00:00,
742,497,1,cancelled,annual,2024-02-23,,0.0,0,,Budget cuts
743,498,2,cancelled,annual,2025-07-04,2025-09-04,10.0,0,2025-07-18 00:00:00,Switched competitor
744,498,7,expired,annual,2025-09-04,2025-11-03,165.83,0,,Too expensive
745,498,4,active,monthly,2025-11-03,,39.0,0,,
746,499,2,active,monthly,2024-05-01,,12.0,0,2024-05-15 00:00:00,
747,500,5,active,annual,2024-11-11,,49.17,0,2024-11-25 00:00:00,
748,501,1,cancelled,monthly,2023-03-29,,0.0,10,,Not using it
749,502,1,active,annual,2024-12-23,,0.0,20,,
750,503,2,expired,annual,2024-07-08,2025-06-24,10.0,0,2024-07-22 00:00:00,Budget cuts
751,503,2,expired,monthly,2025-06-24,2025-09-24,9.6,20,,Too expensive
752,503,4,cancelled,monthly,2025-09-24,,39.0,0,,Not using it
753,504,3,expired,annual,2023-09-22,2024-06-26,15.83,0,2023-10-06 00:00:00,Switched competitor
754,504,6,active,monthly,2024-06-26,,89.1,10,,
755,505,1,paused,monthly,2024-07-20,,0.0,0,,
756,506,2,cancelled,monthly,2024-04-01,,12.0,0,2024-04-15 00:00:00,Switched competitor
757,507,3,cancelled,annual,2025-09-22,,14.25,10,2025-10-06 00:00:00,
758,508,5,active,monthly,2025-01-12,,50.15,15,2025-01-26 00:00:00,
759,509,4,expired,monthly,2023-05-17,2024-03-25,39.0,0,2023-05-31 00:00:00,Budget cuts
760,509,5,cancelled,annual,2024-03-25,2024-08-20,49.17,0,,Switched competitor
761,509,5,active,monthly,2024-08-20,,59.0,0,,
762,510,2,active,annual,2025-07-02,,10.0,0,2025-07-16 00:00:00,
763,511,1,cancelled,monthly,2025-08-16,,0.0,0,,
764,512,2,active,annual,2023-02-07,,8.5,15,2023-02-21 00:00:00,
765,513,1,active,annual,2025-01-26,,0.0,0,,
766,514,4,active,monthly,2024-12-10,,39.0,0,2024-12-24 00:00:00,
767,515,1,cancelled,annual,2024-06-13,2025-03-13,0.0,0,,Company reorganization
768,515,6,expired,monthly,2025-03-13,2025-05-13,99.0,0,,Switched competitor
769,515,4,active,annual,2025-05-13,,32.5,0,,
770,516,1,cancelled,monthly,2025-01-25,2025-06-06,0.0,0,,Not using it
771,516,5,active,annual,2025-06-06,,41.79,15,,
772,517,2,expired,monthly,2023-09-11,2024-09-07,12.0,0,2023-09-25 00:00:00,Company reorganization
773,517,4,cancelled,monthly,2024-09-07,2025-02-18,39.0,0,,Not using it
774,517,6,cancelled,monthly,2025-02-18,,99.0,0,,Not using it
775,518,2,cancelled,annual,2023-03-04,2024-01-04,10.0,0,2023-03-18 00:00:00,Budget cuts
776,518,3,active,monthly,2024-01-04,,19.0,0,,
777,519,2,active,monthly,2023-10-29,,12.0,0,2023-11-12 00:00:00,
778,520,4,active,annual,2024-10-28,,32.5,0,2024-11-11 00:00:00,
779,521,4,expired,monthly,2023-05-10,2023-10-04,39.0,0,2023-05-24 00:00:00,Budget cuts
780,521,2,active,annual,2023-10-04,,10.0,0,,
781,522,5,expired,annual,2025-09-20,2025-11-20,49.17,0,2025-10-04 00:00:00,Company reorganization
782,522,4,cancelled,monthly,2025-11-20,,35.1,10,,Budget cuts
783,523,2,cancelled,monthly,2023-12-16,,12.0,0,2023-12-30 00:00:00,Missing features
784,524,1,cancelled,monthly,2025-07-31,,0.0,0,,Too expensive
785,525,4,expired,annual,2024-03-26,2025-02-27,32.5,0,2024-04-09 00:00:00,Missing features
786,525,2,expired,monthly,2025-02-27,2025-05-10,12.0,0,,Company reorganization
787,525,6,cancelled,annual,2025-05-10,,82.5,0,,Switched competitor
788,526,1,active,monthly,2023-01-22,,0.0,10,,
789,527,5,active,annual,2025-06-18,,49.17,0,2025-07-02 00:00:00,
790,528,1,cancelled,annual,2024-08-24,,0.0,0,,Company reorganization
791,529,1,cancelled,annual,2024-06-04,2024-09-11,0.0,0,,Missing features
792,529,2,active,annual,2024-09-11,,10.0,0,,
793,530,2,active,monthly,2024-02-15,,9.0,25,2024-02-29 00:00:00,
794,531,1,active,monthly,2025-05-12,,0.0,0,,
795,532,2,active,annual,2024-01-12,,10.0,0,2024-01-26 00:00:00,
796,533,2,cancelled,annual,2023-04-11,,8.0,20,2023-04-25 00:00:00,Too expensive
797,534,3,expired,annual,2023-01-09,2023-04-20,15.83,0,2023-01-23 00:00:00,Company reorganization
798,534,5,active,monthly,2023-04-20,,59.0,0,,
799,535,5,cancelled,monthly,2025-02-06,2025-04-13,59.0,0,2025-02-20 00:00:00,Company reorganization
800,535,5,active,annual,2025-04-13,,49.17,0,,
801,536,6,cancelled,monthly,2024-07-25,,99.0,0,2024-08-08 00:00:00,Missing features
802,537,2,active,monthly,2024-12-08,,12.0,0,2024-12-22 00:00:00,
803,538,1,cancelled,annual,2023-07-29,2024-03-12,0.0,20,,Switched competitor
804,538,4,active,monthly,2024-03-12,,39.0,0,,
805,539,6,active,annual,2024-09-09,,82.5,0,2024-09-23 00:00:00,
806,540,1,cancelled,annual,2023-04-24,,0.0,10,,
807,541,3,cancelled,monthly,2024-04-14,2024-11-15,16.15,15,2024-04-28 00:00:00,Missing features
808,541,7,active,monthly,2024-11-15,,199.0,0,,
809,542,1,active,monthly,2025-06-21,,0.0,0,,
810,543,2,cancelled,monthly,2025-06-10,2025-10-04,12.0,0,2025-06-24 00:00:00,Company reorganization
811,543,5,cancelled,annual,2025-10-04,,49.17,0,,Budget cuts
812,544,2,cancelled,monthly,2025-03-09,2025-06-29,12.0,0,2025-03-23 00:00:00,Not using it
813,544,3,cancelled,annual,2025-06-29,2025-09-04,15.83,0,,Budget cuts
814,544,6,active,monthly,2025-09-04,,89.1,10,,
815,545,6,active,monthly,2023-04-28,,99.0,0,2023-05-12 00:00:00,
816,546,1,expired,monthly,2024-09-13,2025-07-26,0.0,0,,Not using it
817,546,6,cancelled,monthly,2025-07-26,2025-09-24,99.0,0,,Too expensive
818,546,6,cancelled,annual,2025-09-24,,82.5,0,,Budget cuts
819,547,1,expired,monthly,2025-01-03,2025-04-21,0.0,15,,Budget cuts
820,547,4,active,monthly,2025-04-21,,39.0,0,,
821,548,2,cancelled,monthly,2023-07-16,2024-02-12,12.0,0,2023-07-30 00:00:00,Switched competitor
822,548,3,active,annual,2024-02-12,,15.83,0,,
823,549,2,cancelled,monthly,2025-08-14,2025-10-13,12.0,0,2025-08-28 00:00:00,Company reorganization
824,549,4,expired,annual,2025-10-13,2025-12-12,32.5,0,,Budget cuts
825,549,4,active,annual,2025-12-12,,32.5,0,,
826,550,2,active,monthly,2023-10-13,,12.0,0,2023-10-27 00:00:00,
827,551,1,expired,monthly,2025-09-22,2025-11-22,0.0,0,,Switched competitor
828,551,1,cancelled,monthly,2025-11-22,2026-01-21,0.0,15,,Budget cuts
829,551,3,active,annual,2026-01-21,,15.83,0,,
830,552,2,active,annual,2023-01-14,,10.0,0,2023-01-28 00:00:00,
831,553,2,expired,monthly,2023-07-29,2023-12-06,9.0,25,2023-08-12 00:00:00,Not using it
832,553,2,active,monthly,2023-12-06,,12.0,0,,
833,554,5,active,annual,2023-08-23,,44.25,10,2023-09-06 00:00:00,
834,555,2,expired,annual,2024-05-18,2025-03-27,10.0,0,2024-06-01 00:00:00,Switched competitor
835,555,6,cancelled,annual,2025-03-27,,74.25,10,,
836,556,2,expired,monthly,2023-07-22,2023-12-18,9.0,25,2023-08-05 00:00:00,Switched competitor
837,556,3,active,monthly,2023-12-18,,19.0,0,,
838,557,6,cancelled,annual,2024-09-16,2025-07-23,82.5,0,2024-09-30 00:00:00,Not using it
839,557,5,cancelled,annual,2025-07-23,2025-09-30,49.17,0,,
840,557,1,active,monthly,2025-09-30,,0.0,15,,
841,558,4,active,annual,2023-10-18,,29.25,10,2023-11-01 00:00:00,
842,559,1,cancelled,annual,2025-08-05,2025-10-10,0.0,0,,Company reorganization
843,559,5,active,monthly,2025-10-10,,59.0,0,,
844,560,3,active,annual,2025-09-07,,15.83,0,2025-09-21 00:00:00,
845,561,1,cancelled,monthly,2023-02-05,2023-04-15,0.0,0,,Missing features
846,561,2,active,monthly,2023-04-15,,12.0,0,,
847,562,2,cancelled,monthly,2025-02-28,,9.0,25,2025-03-14 00:00:00,Not using it
848,563,2,active,annual,2025-01-21,,10.0,0,2025-02-04 00:00:00,
849,564,1,cancelled,monthly,2023-06-22,2023-10-03,0.0,0,,Budget cuts
850,564,5,expired,monthly,2023-10-03,2024-03-18,59.0,0,,Budget cuts
851,564,5,active,annual,2024-03-18,,49.17,0,,
852,565,2,active,annual,2023-07-10,,10.0,0,2023-07-24 00:00:00,
853,566,5,cancelled,monthly,2023-03-07,2023-05-25,53.1,10,2023-03-21 00:00:00,Too expensive
854,566,4,active,monthly,2023-05-25,,39.0,0,,
855,567,3,active,monthly,2025-02-18,,19.0,0,2025-03-04 00:00:00,
856,568,4,cancelled,annual,2023-01-04,2023-10-28,32.5,0,2023-01-18 00:00:00,
857,568,1,active,annual,2023-10-28,,0.0,0,,
858,569,2,cancelled,monthly,2024-11-07,2025-02-03,10.2,15,2024-11-21 00:00:00,Budget cuts
859,569,2,cancelled,monthly,2025-02-03,,10.2,15,,
860,570,4,active,annual,2025-08-22,,32.5,0,2025-09-05 00:00:00,
861,571,4,active,annual,2023-03-31,,27.62,15,2023-04-14 00:00:00,
862,572,1,cancelled,monthly,2025-01-02,2025-03-27,0.0,0,,Budget cuts
863,572,6,cancelled,annual,2025-03-27,,74.25,10,,Company reorganization
864,573,5,active,annual,2024-12-09,,49.17,0,2024-12-23 00:00:00,
865,574,1,active,monthly,2023-08-17,,0.0,0,,
866,575,1,expired,monthly,2023-11-15,2024-04-26,0.0,0,,Not using it
867,575,6,cancelled,annual,2024-04-26,,82.5,0,,Not using it
868,576,1,cancelled,monthly,2025-05-22,2025-10-13,0.0,0,,Company reorganization
869,576,4,active,annual,2025-10-13,,32.5,0,,
870,577,2,cancelled,annual,2023-11-13,2024-05-30,10.0,0,2023-11-27 00:00:00,Not using it
871,577,7,active,annual,2024-05-30,,165.83,0,,
872,578,2,expired,annual,2025-01-03,2025-05-19,10.0,0,2025-01-17 00:00:00,Missing features
873,578,2,active,annual,2025-05-19,,10.0,0,,
874,579,1,expired,monthly,2024-07-15,2024-10-20,0.0,25,,Budget cuts
875,579,4,active,annual,2024-10-20,,32.5,0,,
876,580,1,expired,monthly,2023-05-15,2024-02-21,0.0,0,,Too expensive
877,580,6,active,annual,2024-02-21,,82.5,0,,
878,581,1,active,annual,2025-05-26,,0.0,0,,
879,582,1,active,annual,2024-08-30,,0.0,20,,
880,583,1,active,annual,2025-06-04,,0.0,0,,
881,584,2,cancelled,monthly,2024-12-11,2025-06-03,12.0,0,2024-12-25 00:00:00,Switched competitor
882,584,4,active,annual,2025-06-03,,32.5,0,,
883,585,4,expired,annual,2025-04-12,2025-06-11,32.5,0,2025-04-26 00:00:00,
884,585,2,active,annual,2025-06-11,,10.0,0,,
885,586,4,active,monthly,2024-09-05,,39.0,0,2024-09-19 00:00:00,
886,587,1,expired,monthly,2025-09-16,2025-11-15,0.0,0,,Company reorganization
887,587,4,paused,monthly,2025-11-15,,39.0,0,,
888,588,5,cancelled,annual,2023-08-03,2024-06-12,44.25,10,2023-08-17 00:00:00,
889,588,2,expired,monthly,2024-06-12,2025-04-29,12.0,0,,Switched competitor
890,588,6,active,annual,2025-04-29,,82.5,0,,
891,589,1,cancelled,annual,2024-07-17,2025-02-13,0.0,0,,Missing features
892,589,6,cancelled,monthly,2025-02-13,2025-09-12,99.0,0,,Switched competitor
893,589,5,active,annual,2025-09-12,,49.17,0,,
894,590,2,cancelled,annual,2024-12-14,2025-10-23,10.0,0,2024-12-28 00:00:00,
895,590,3,active,annual,2025-10-23,,15.83,0,,
896,591,4,cancelled,annual,2024-07-15,2025-03-04,32.5,0,2024-07-29 00:00:00,Switched competitor
897,591,5,cancelled,monthly,2025-03-04,2025-08-17,59.0,0,,Missing features
898,591,2,active,annual,2025-08-17,,10.0,0,,
899,592,1,active,monthly,2024-07-18,,0.0,0,,
900,593,3,expired,monthly,2024-12-31,2025-04-06,19.0,0,2025-01-14 00:00:00,Missing features
901,593,1,cancelled,monthly,2025-04-06,,0.0,10,,Not using it
902,594,1,cancelled,annual,2025-03-28,2025-06-29,0.0,0,,Budget cuts
903,594,4,expired,annual,2025-06-29,2025-10-04,32.5,0,,
904,594,6,active,annual,2025-10-04,,74.25,10,,
905,595,1,active,annual,2023-05-20,,0.0,10,,
906,596,1,active,monthly,2024-11-21,,0.0,0,,
907,597,5,active,annual,2024-11-26,,49.17,0,2024-12-10 00:00:00,
908,598,3,expired,annual,2025-09-09,2025-11-08,14.25,10,2025-09-23 00:00:00,
909,598,1,cancelled,monthly,2025-11-08,2026-01-08,0.0,0,,Too expensive
910,598,6,active,monthly,2026-01-08,,99.0,0,,
911,599,4,cancelled,monthly,2025-01-09,,39.0,0,2025-01-23 00:00:00,Switched competitor
912,600,2,active,annual,2023-11-03,,10.0,0,2023-11-17 00:00:00,
913,601,1,cancelled,annual,2023-10-19,,0.0,0,,Missing features
914,602,3,cancelled,monthly,2025-02-21,2025-06-06,19.0,0,2025-03-07 00:00:00,Missing features
915,602,4,cancelled,monthly,2025-06-06,2025-10-13,39.0,0,,Too expensive
916,602,2,active,annual,2025-10-13,,10.0,0,,
917,603,3,expired,annual,2025-04-29,2025-09-08,15.83,0,2025-05-13 00:00:00,
918,603,2,active,annual,2025-09-08,,10.0,0,,
919,604,4,expired,monthly,2024-03-15,2024-11-12,35.1,10,2024-03-29 00:00:00,Company reorganization
920,604,6,cancelled,monthly,2024-11-12,,99.0,0,,Company reorganization
921,605,1,active,monthly,2024-03-12,,0.0,0,,
922,606,5,active,monthly,2025-02-01,,59.0,0,2025-02-15 00:00:00,
923,607,5,cancelled,monthly,2025-01-29,2025-07-18,59.0,0,2025-02-12 00:00:00,Budget cuts
924,607,2,active,monthly,2025-07-18,,12.0,0,,
925,608,1,active,monthly,2024-04-01,,0.0,10,,
926,609,1,active,monthly,2025-07-01,,0.0,0,,
927,610,2,cancelled,monthly,2024-08-02,2025-06-19,12.0,0,2024-08-16 00:00:00,Too expensive
928,610,6,cancelled,monthly,2025-06-19,,99.0,0,,
929,611,1,cancelled,monthly,2023-07-31,,0.0,0,,
930,612,1,cancelled,monthly,2023-10-04,2024-07-28,0.0,0,,Too expensive
931,612,2,active,monthly,2024-07-28,,12.0,0,,
932,613,6,cancelled,annual,2024-10-02,2025-09-10,82.5,0,2024-10-16 00:00:00,Budget cuts
933,613,3,expired,monthly,2025-09-10,2025-11-09,19.0,0,,Not using it
934,613,4,active,monthly,2025-11-09,,39.0,0,,
935,614,2,active,monthly,2025-04-16,,9.6,20,2025-04-30 00:00:00,
936,615,2,active,monthly,2024-05-17,,12.0,0,2024-05-31 00:00:00,
937,616,6,expired,annual,2024-06-23,2025-02-10,82.5,0,2024-07-07 00:00:00,Switched competitor
938,616,7,cancelled,annual,2025-02-10,,165.83,0,,Not using it
939,617,2,cancelled,monthly,2025-09-16,2025-11-15,12.0,0,2025-09-30 00:00:00,Too expensive
940,617,1,cancelled,monthly,2025-11-15,,0.0,0,,Too expensive
941,618,3,active,monthly,2024-10-04,,19.0,0,2024-10-18 00:00:00,
942,619,1,cancelled,annual,2025-01-02,2025-03-03,0.0,0,,Too expensive
943,619,3,active,monthly,2025-03-03,,15.2,20,,
944,620,1,cancelled,annual,2024-09-11,2025-01-02,0.0,0,,Company reorganization
945,620,3,cancelled,annual,2025-01-02,,15.83,0,,Switched competitor
946,621,1,cancelled,monthly,2025-06-01,2025-10-03,0.0,0,,
947,621,2,active,monthly,2025-10-03,,12.0,0,,
948,622,1,active,monthly,2023-11-27,,0.0,0,,
949,623,6,expired,annual,2024-07-16,2025-05-16,74.25,10,2024-07-30 00:00:00,Company reorganization
950,623,2,expired,monthly,2025-05-16,2025-08-13,12.0,0,,Budget cuts
951,623,4,active,annual,2025-08-13,,32.5,0,,
952,624,1,active,monthly,2023-01-18,,0.0,0,,
953,625,6,active,monthly,2025-04-27,,89.1,10,2025-05-11 00:00:00,
954,626,2,cancelled,monthly,2025-06-10,,12.0,0,2025-06-24 00:00:00,Company reorganization
955,627,5,cancelled,monthly,2024-10-22,2025-01-13,59.0,0,2024-11-05 00:00:00,Budget cuts
956,627,2,active,monthly,2025-01-13,,12.0,0,,
957,628,3,active,annual,2024-12-27,,14.25,10,2025-01-10 00:00:00,
958,629,2,cancelled,annual,2023-03-21,2023-06-05,7.5,25,2023-04-04 00:00:00,Company reorganization
959,629,2,cancelled,annual,2023-06-05,2023-10-01,10.0,0,,Budget cuts
960,629,6,active,annual,2023-10-01,,82.5,0,,
961,630,1,expired,monthly,2023-10-16,2024-05-25,0.0,0,,Missing features
962,630,4,expired,monthly,2024-05-25,2024-10-02,39.0,0,,Missing features
963,630,4,cancelled,monthly,2024-10-02,,39.0,0,,Company reorganization
964,631,3,expired,monthly,2023-04-06,2023-06-17,19.0,0,2023-04-20 00:00:00,Missing features
965,631,1,active,monthly,2023-06-17,,0.0,0,,
966,632,2,active,monthly,2025-04-06,,12.0,0,2025-04-20 00:00:00,
967,633,5,cancelled,monthly,2023-06-14,2023-09-24,59.0,0,2023-06-28 00:00:00,
968,633,2,active,annual,2023-09-24,,8.0,20,,
969,634,4,cancelled,monthly,2024-09-13,,39.0,0,2024-09-27 00:00:00,
970,635,1,active,annual,2023-10-14,,0.0,0,,
971,636,2,active,monthly,2024-02-15,,12.0,0,2024-02-29 00:00:00,
972,637,1,cancelled,monthly,2024-10-21,,0.0,0,,Switched competitor
973,638,1,active,annual,2024-10-19,,0.0,20,,
974,639,1,cancelled,monthly,2024-04-10,,0.0,0,,Company reorganization
975,640,1,expired,annual,2025-09-02,2025-11-01,0.0,0,,Company reorganization
976,640,1,active,monthly,2025-11-01,,0.0,0,,
977,641,1,cancelled,monthly,2023-02-25,2023-07-24,0.0,0,,Not using it
978,641,3,cancelled,monthly,2023-07-24,2024-01-09,19.0,0,,Too expensive
979,641,1,cancelled,annual,2024-01-09,,0.0,0,,Missing features
980,642,5,active,monthly,2024-12-10,,59.0,0,2024-12-24 00:00:00,
981,643,5,cancelled,annual,2025-07-07,2025-10-15,49.17,0,2025-07-21 00:00:00,Company reorganization
982,643,6,cancelled,monthly,2025-10-15,2025-12-14,84.15,15,,Missing features
983,643,5,active,monthly,2025-12-14,,59.0,0,,
984,644,2,active,monthly,2023-07-15,,12.0,0,2023-07-29 00:00:00,
985,645,1,cancelled,annual,2025-04-28,2025-10-24,0.0,25,,Too expensive
986,645,2,active,monthly,2025-10-24,,12.0,0,,
987,646,2,cancelled,monthly,2025-08-18,2025-10-24,12.0,0,2025-09-01 00:00:00,Budget cuts
988,646,3,active,annual,2025-10-24,,15.83,0,,
989,647,2,expired,annual,2023-08-05,2024-05-01,10.0,0,2023-08-19 00:00:00,Too expensive
990,647,2,expired,annual,2024-05-01,2024-12-19,10.0,0,,Budget cuts
991,647,5,active,monthly,2024-12-19,,59.0,0,,
992,648,2,active,monthly,2025-06-19,,12.0,0,2025-07-03 00:00:00,
993,649,5,active,monthly,2023-06-24,,59.0,0,2023-07-08 00:00:00,
994,650,3,active,annual,2023-11-22,,15.83,0,2023-12-06 00:00:00,
995,651,2,cancelled,annual,2024-07-10,2025-05-21,10.0,0,2024-07-24 00:00:00,Missing features
996,651,3,active,annual,2025-05-21,,15.83,0,,
997,652,3,expired,annual,2025-04-06,2025-06-11,15.83,0,2025-04-20 00:00:00,Not using it
998,652,3,active,annual,2025-06-11,,15.83,0,,
999,653,1,active,annual,2023-10-17,,0.0,0,,
1000,654,3,expired,monthly,2024-04-06,2025-03-24,14.25,25,2024-04-20 00:00:00,Budget cuts
1001,654,6,expired,monthly,2025-03-24,2025-08-25,99.0,0,,Company reorganization
1002,654,4,active,monthly,2025-08-25,,39.0,0,,
1003,655,3,expired,monthly,2024-06-18,2025-01-29,19.0,0,2024-07-02 00:00:00,Missing features
1004,655,7,active,monthly,2025-01-29,,199.0,0,,
1005,656,1,active,annual,2023-03-27,,0.0,0,,
1006,657,2,cancelled,annual,2025-08-02,2025-10-21,8.5,15,2025-08-16 00:00:00,Switched competitor
1007,657,4,cancelled,annual,2025-10-21,,29.25,10,,Too expensive
1008,658,1,expired,monthly,2024-03-09,2024-09-18,0.0,0,,Switched competitor
1009,658,5,active,monthly,2024-09-18,,59.0,0,,
1010,659,3,expired,monthly,2023-09-17,2024-04-05,19.0,0,2023-10-01 00:00:00,
1011,659,5,active,monthly,2024-04-05,,59.0,0,,
1012,660,2,active,monthly,2023-08-07,,12.0,0,2023-08-21 00:00:00,
1013,661,4,expired,annual,2024-10-23,2025-05-23,29.25,10,2024-11-06 00:00:00,Too expensive
1014,661,7,active,monthly,2025-05-23,,179.1,10,,
1015,662,1,cancelled,monthly,2024-08-13,,0.0,0,,Company reorganization
1016,663,5,cancelled,annual,2024-02-14,,49.17,0,2024-02-28 00:00:00,Not using it
1017,664,3,active,monthly,2023-11-27,,19.0,0,2023-12-11 00:00:00,
1018,665,2,cancelled,monthly,2023-12-04,2024-11-24,12.0,0,2023-12-18 00:00:00,Missing features
1019,665,6,active,monthly,2024-11-24,,99.0,0,,
1020,666,4,expired,annual,2024-11-15,2025-02-14,32.5,0,2024-11-29 00:00:00,
1021,666,5,cancelled,monthly,2025-02-14,,59.0,0,,Missing features
1022,667,2,cancelled,monthly,2024-04-24,2024-07-18,12.0,0,2024-05-08 00:00:00,Missing features
1023,667,1,active,annual,2024-07-18,,0.0,0,,
1024,668,2,expired,monthly,2023-08-13,2024-06-10,10.2,15,2023-08-27 00:00:00,Missing features
1025,668,5,expired,annual,2024-06-10,2024-11-19,49.17,0,,
1026,668,4,active,annual,2024-11-19,,32.5,0,,
1027,669,1,cancelled,monthly,2023-09-04,,0.0,0,,Not using it
1028,670,1,cancelled,monthly,2024-01-14,,0.0,0,,Not using it
1029,671,2,expired,monthly,2023-08-13,2023-11-16,12.0,0,2023-08-27 00:00:00,Budget cuts
1030,671,1,expired,monthly,2023-11-16,2024-10-06,0.0,0,,Not using it
1031,671,2,cancelled,monthly,2024-10-06,,12.0,0,,Too expensive
1032,672,2,active,monthly,2023-06-25,,12.0,0,2023-07-09 00:00:00,
1033,673,5,active,monthly,2023-12-07,,53.1,10,2023-12-21 00:00:00,
1034,674,2,cancelled,monthly,2024-04-28,,12.0,0,2024-05-12 00:00:00,Missing features
1035,675,2,active,annual,2024-07-12,,10.0,0,2024-07-26 00:00:00,
1036,676,1,cancelled,annual,2023-01-22,,0.0,0,,Company reorganization
1037,677,5,active,monthly,2024-04-05,,59.0,0,2024-04-19 00:00:00,
1038,678,3,active,annual,2025-05-04,,13.46,15,2025-05-18 00:00:00,
1039,679,2,expired,monthly,2023-01-16,2023-07-05,12.0,0,2023-01-30 00:00:00,Switched competitor
1040,679,2,cancelled,monthly,2023-07-05,2024-05-19,12.0,0,,Switched competitor
1041,679,4,active,monthly,2024-05-19,,39.0,0,,
1042,680,2,active,monthly,2024-05-29,,12.0,0,2024-06-12 00:00:00,
1043,681,1,active,annual,2024-10-14,,0.0,0,,
1044,682,3,cancelled,monthly,2023-11-05,2024-05-26,16.15,15,2023-11-19 00:00:00,Missing features
1045,682,6,active,monthly,2024-05-26,,99.0,0,,
1046,683,1,expired,annual,2024-04-17,2025-02-27,0.0,25,,Budget cuts
1047,683,5,cancelled,annual,2025-02-27,,44.25,10,,Missing features
1048,684,2,active,monthly,2025-05-15,,12.0,0,2025-05-29 00:00:00,
1049,685,3,active,annual,2024-08-21,,15.83,0,2024-09-04 00:00:00,
1050,686,1,active,annual,2023-11-15,,0.0,10,,
1051,687,1,expired,monthly,2024-03-30,2024-09-02,0.0,0,,Too expensive
1052,687,3,cancelled,monthly,2024-09-02,2025-05-09,17.1,10,,Missing features
1053,687,6,active,annual,2025-05-09,,82.5,0,,
1054,688,1,active,monthly,2023-05-30,,0.0,0,,
1055,689,1,expired,monthly,2024-11-14,2025-06-27,0.0,10,,Missing features
1056,689,1,active,monthly,2025-06-27,,0.0,0,,
1057,690,4,expired,monthly,2023-12-30,2024-06-01,39.0,0,2024-01-13 00:00:00,Company reorganization
1058,690,3,active,annual,2024-06-01,,12.67,20,,
1059,691,4,expired,annual,2024-11-02,2025-02-15,32.5,0,2024-11-16 00:00:00,Not using it
1060,691,5,cancelled,annual,2025-02-15,,49.17,0,,Budget cuts
1061,692,6,cancelled,annual,2024-08-12,2025-07-31,82.5,0,2024-08-26 00:00:00,Company reorganization
1062,692,1,active,monthly,2025-07-31,,0.0,0,,
1063,693,1,cancelled,monthly,2024-11-12,,0.0,0,,Too expensive
1064,694,1,active,monthly,2024-01-19,,0.0,0,,
1065,695,6,expired,annual,2023-06-15,2023-12-27,82.5,0,2023-06-29 00:00:00,Company reorganization
1066,695,4,active,monthly,2023-12-27,,31.2,20,,
1067,696,4,cancelled,monthly,2023-03-15,2023-06-19,39.0,0,2023-03-29 00:00:00,Company reorganization
1068,696,2,cancelled,annual,2023-06-19,2023-09-28,10.0,0,,Missing features
1069,696,4,active,annual,2023-09-28,,32.5,0,,
1070,697,2,cancelled,annual,2023-05-11,2024-02-16,10.0,0,2023-05-25 00:00:00,Not using it
1071,697,7,active,monthly,2024-02-16,,149.25,25,,
1072,698,5,active,annual,2023-03-18,,49.17,0,2023-04-01 00:00:00,
1073,699,1,cancelled,annual,2025-02-22,,0.0,0,,Company reorganization
1074,700,5,active,annual,2023-03-14,,49.17,0,2023-03-28 00:00:00,
1075,701,5,expired,monthly,2023-02-26,2023-07-14,59.0,0,2023-03-12 00:00:00,Switched competitor
1076,701,5,cancelled,annual,2023-07-14,,49.17,0,,Switched competitor
1077,702,1,active,monthly,2023-04-29,,0.0,0,,
1078,703,1,cancelled,monthly,2025-04-01,,0.0,0,,Switched competitor
1079,704,4,expired,monthly,2024-02-12,2024-04-19,39.0,0,2024-02-26 00:00:00,Too expensive
1080,704,6,active,monthly,2024-04-19,,99.0,0,,
1081,705,3,cancelled,monthly,2023-10-27,2024-02-17,15.2,20,2023-11-10 00:00:00,Not using it
1082,705,5,active,monthly,2024-02-17,,59.0,0,,
1083,706,1,paused,annual,2025-01-12,,0.0,20,,
1084,707,3,expired,monthly,2023-03-28,2023-11-26,17.1,10,2023-04-11 00:00:00,Not using it
1085,707,2,cancelled,annual,2023-11-26,,10.0,0,,Company reorganization
1086,708,4,active,annual,2025-02-11,,29.25,10,2025-02-25 00:00:00,
1087,709,3,expired,annual,2025-08-12,2025-10-14,15.83,0,2025-08-26 00:00:00,Missing features
1088,709,3,active,monthly,2025-10-14,,19.0,0,,
1089,710,3,paused,monthly,2023-01-16,,19.0,0,2023-01-30 00:00:00,
