customer_id,member_id,survey_date,nps_score,category,feedback,survey_channel,response_time_hours
517,1761,,8,passive,Solid tool but UI could be more intuitive.,,
1024,3044,,7,passive,"OK for basic project management, nothing special.",,
791,1525,,7,passive,,sms,35.8
229,7063,,6,detractor,Integration with our tools doesn't work properly.,,44.4
19,2598,,8,passive,"OK for basic project management, nothing special.",,51.4
155,8451,,0,detractor,Integration with our tools doesn't work properly.,,
1035,4404,,7,passive,Gets the job done but competitor X has better reporting.,,
783,4201,,8,passive,,email,52.6
732,7846,,8,passive,,in_app,
664,8285,,3,detractor,Lost data after an update. Very disappointed.,in_app,
940,6167,,6,detractor,Switched from competitor and regret it honestly.,,
247,2889,,5,detractor,Mobile app crashes constantly on Android.,,
638,5692,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
892,2515,,6,detractor,"Too slow, especially with large projects.",sms,
106,2462,,10,promoter,Best project management tool we've used. Highly recommend.,in_app,
173,7484,,10,promoter,The API is well-documented and easy to integrate with.,in_app,
788,1645,,8,passive,Works fine but the mobile app needs improvement.,,
1119,5601,,0,detractor,Support takes forever to respond to tickets.,,15.4
546,2470,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
154,2424,,8,passive,"OK for basic project management, nothing special.",,67.2
471,3645,,5,detractor,Mobile app crashes constantly on Android.,sms,
91,784,,7,passive,Gets the job done but competitor X has better reporting.,sms,56.5
981,8304,,8,passive,"Decent, but the pricing is a bit high for what you get.",email,36.1
128,6459,,6,detractor,Support takes forever to respond to tickets.,,
825,7614,,6,detractor,"Too slow, especially with large projects.",in_app,55.7
801,4702,,8,passive,"OK for basic project management, nothing special.",in_app,
361,2423,,7,passive,Good product but could use more integrations.,,4.0
736,3518,,7,passive,Gets the job done but competitor X has better reporting.,in_app,
604,5586,,8,passive,"OK for basic project management, nothing special.",in_app,
786,3498,,6,detractor,"Too slow, especially with large projects.",in_app,
794,561,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,4.7
507,2678,,8,passive,,email,
689,4721,,9,promoter,Reporting features give us exactly the insights we need.,email,7.9
376,128,,8,passive,,in_app,
913,3270,,6,detractor,"Too slow, especially with large projects.",sms,16.3
878,536,,8,passive,"Decent, but the pricing is a bit high for what you get.",sms,45.0
768,200,,9,promoter,Custom workflows are a game changer for our process.,,64.0
940,621,,7,passive,Gets the job done but competitor X has better reporting.,sms,
597,5459,,4,detractor,Switched from competitor and regret it honestly.,sms,
576,3938,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
613,5275,,5,detractor,"Too slow, especially with large projects.",sms,
69,6407,,9,promoter,"Mobile app works great, can manage tasks on the go.",,33.3
998,3303,,8,passive,Works fine but the mobile app needs improvement.,,
868,1432,,8,passive,Good product but could use more integrations.,email,
1045,383,,8,passive,"Decent, but the pricing is a bit high for what you get.",email,
844,2311,,8,passive,,email,
599,7355,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
1182,8221,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
305,4961,,7,passive,Gets the job done but competitor X has better reporting.,,66.1
174,8036,,7,passive,Solid tool but UI could be more intuitive.,,64.4
151,8368,,5,detractor,Way too expensive for what it offers.,,34.6
843,2864,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
349,6991,,8,passive,"OK for basic project management, nothing special.",,
348,3314,,4,detractor,Lost data after an update. Very disappointed.,,
6,2696,,8,passive,,sms,
886,6776,,8,passive,"Decent, but the pricing is a bit high for what you get.",email,
675,6323,,9,promoter,Best project management tool we've used. Highly recommend.,sms,
544,7200,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
84,3458,,9,promoter,Custom workflows are a game changer for our process.,,
355,8078,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
1003,2685,,9,promoter,The Gantt charts are exactly what we needed.,sms,
432,7000,,10,promoter,"Mobile app works great, can manage tasks on the go.",,9.4
1017,5595,,8,passive,Works fine but the mobile app needs improvement.,,18.3
884,8138,,9,promoter,"Mobile app works great, can manage tasks on the go.",in_app,10.9
1197,6610,,7,passive,"OK for basic project management, nothing special.",email,
887,6671,,6,detractor,Lost data after an update. Very disappointed.,,
718,3146,,7,passive,"Some features feel half-baked, like time tracking.",in_app,54.5
47,7482,,2,detractor,The interface is confusing and hard to navigate.,in_app,
298,3339,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
119,8315,,10,promoter,Reporting features give us exactly the insights we need.,sms,67.7
758,1787,,2,detractor,Admin settings are a nightmare to configure.,sms,
404,4241,,8,passive,Gets the job done but competitor X has better reporting.,,
242,3804,,7,passive,Good product but could use more integrations.,,
1083,331,,4,detractor,The interface is confusing and hard to navigate.,,
599,4233,,6,detractor,Admin settings are a nightmare to configure.,sms,
552,7384,,8,passive,Gets the job done but competitor X has better reporting.,sms,
78,1884,,2,detractor,Mobile app crashes constantly on Android.,in_app,
513,1309,,2,detractor,"Too slow, especially with large projects.",,38.1
20,3409,,3,detractor,The interface is confusing and hard to navigate.,sms,69.1
767,3151,,8,passive,Gets the job done but competitor X has better reporting.,email,
1067,2576,,9,promoter,Support team is incredibly responsive and helpful.,,
884,6988,,10,promoter,The API is well-documented and easy to integrate with.,email,27.0
481,3344,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
579,4212,,5,detractor,Mobile app crashes constantly on Android.,email,
1097,1647,,8,passive,Would be better with better export options.,in_app,
1121,8025,,7,passive,"Some features feel half-baked, like time tracking.",in_app,
889,1088,,2,detractor,Lost data after an update. Very disappointed.,in_app,24.3
156,4327,,8,passive,,,33.9
677,5433,,0,detractor,"Too slow, especially with large projects.",sms,
666,7561,,7,passive,Would be better with better export options.,,
883,5769,,10,promoter,Love the AI task suggestions! Saves us hours every week.,sms,
778,2828,,8,passive,Gets the job done but competitor X has better reporting.,,69.8
650,1780,,1,detractor,The interface is confusing and hard to navigate.,,
876,2147,,7,passive,Good product but could use more integrations.,email,59.7
170,5192,,8,passive,Good product but could use more integrations.,,14.2
1187,1663,,8,passive,"Some features feel half-baked, like time tracking.",,
268,2532,,5,detractor,Way too expensive for what it offers.,,
86,2526,,6,detractor,"Too slow, especially with large projects.",,
646,7292,,10,promoter,Love the AI task suggestions! Saves us hours every week.,sms,5.3
623,5629,,8,passive,"Some features feel half-baked, like time tracking.",in_app,
566,3852,,9,promoter,Custom workflows are a game changer for our process.,in_app,
613,3728,,6,detractor,Switched from competitor and regret it honestly.,,
341,3731,,2,detractor,Lost data after an update. Very disappointed.,email,
1129,2370,,5,detractor,The interface is confusing and hard to navigate.,,
1100,8028,,9,promoter,Reporting features give us exactly the insights we need.,,
1005,698,,8,passive,Works fine but the mobile app needs improvement.,,
11,6480,,2,detractor,"Too slow, especially with large projects.",in_app,
346,6032,,8,passive,Gets the job done but competitor X has better reporting.,,
1041,7020,,7,passive,Good product but could use more integrations.,,8.0
448,3364,,10,promoter,"Mobile app works great, can manage tasks on the go.",in_app,
804,2989,,8,passive,"OK for basic project management, nothing special.",,
413,5539,,8,passive,,,
244,6659,,8,passive,Solid tool but UI could be more intuitive.,,
664,5528,,9,promoter,Custom workflows are a game changer for our process.,,
748,1894,,7,passive,Solid tool but UI could be more intuitive.,,
1143,5404,,4,detractor,"Too slow, especially with large projects.",,47.9
128,8244,,3,detractor,Support takes forever to respond to tickets.,,
184,5774,,8,passive,"OK for basic project management, nothing special.",in_app,
42,5908,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
632,2,,4,detractor,Admin settings are a nightmare to configure.,,
768,5479,,4,detractor,The interface is confusing and hard to navigate.,,
511,7200,,10,promoter,Custom workflows are a game changer for our process.,,
751,6437,,6,detractor,Mobile app crashes constantly on Android.,,
475,1248,,0,detractor,"Too slow, especially with large projects.",,
955,6034,,8,passive,Gets the job done but competitor X has better reporting.,,18.1
721,3914,,7,passive,,email,
664,445,,7,passive,Would be better with better export options.,,29.0
527,6299,,8,passive,Solid tool but UI could be more intuitive.,,
1021,6135,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,
1047,4507,,0,detractor,The interface is confusing and hard to navigate.,,21.6
857,4089,,2,detractor,The interface is confusing and hard to navigate.,,
346,6338,,6,detractor,Admin settings are a nightmare to configure.,,
762,2480,,9,promoter,The Gantt charts are exactly what we needed.,email,
759,4810,,9,promoter,"Mobile app works great, can manage tasks on the go.",,30.0
525,6274,,8,passive,Works fine but the mobile app needs improvement.,sms,10.2
536,8443,,7,passive,"Some features feel half-baked, like time tracking.",sms,
377,4168,,7,passive,,,
944,2711,,7,passive,Solid tool but UI could be more intuitive.,email,
200,1147,,4,detractor,Lost data after an update. Very disappointed.,,50.1
1043,1604,,0,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
1020,7132,,6,detractor,Support takes forever to respond to tickets.,in_app,
1180,4574,,1,detractor,Bugs everywhere. Feels like we're beta testing.,,
515,440,,10,promoter,"Mobile app works great, can manage tasks on the go.",in_app,
602,4729,,8,passive,"Some features feel half-baked, like time tracking.",sms,
524,6019,,2,detractor,Integration with our tools doesn't work properly.,,
483,3946,,7,passive,,,1.1
203,1127,,9,promoter,Support team is incredibly responsive and helpful.,in_app,6.9
518,3023,,9,promoter,Reporting features give us exactly the insights we need.,,17.7
622,2665,,7,passive,,,35.0
795,7297,,7,passive,Works fine but the mobile app needs improvement.,,
625,1253,,8,passive,,,42.9
1188,3781,,8,passive,,,
1125,3136,,5,detractor,Integration with our tools doesn't work properly.,,
925,3955,,8,passive,Good product but could use more integrations.,,
569,5881,,3,detractor,Way too expensive for what it offers.,sms,
154,3342,,6,detractor,Admin settings are a nightmare to configure.,in_app,14.9
1165,6570,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
781,3782,,2,detractor,Integration with our tools doesn't work properly.,,24.6
878,8278,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
38,222,,5,detractor,Mobile app crashes constantly on Android.,,4.8
242,3201,,9,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,
742,2137,,7,passive,Gets the job done but competitor X has better reporting.,sms,
415,66,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,
1104,6027,,6,detractor,Switched from competitor and regret it honestly.,sms,
251,4549,,7,passive,,,
1160,6499,,8,passive,Good product but could use more integrations.,,
111,2772,,0,detractor,Lost data after an update. Very disappointed.,,
148,1511,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
123,4811,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,
857,5751,,6,detractor,The interface is confusing and hard to navigate.,,
833,3015,,7,passive,Works fine but the mobile app needs improvement.,,
645,2832,,4,detractor,The interface is confusing and hard to navigate.,,
724,7495,,9,promoter,"Great product, easy to use. Team adopted it quickly.",email,26.4
555,3856,,8,passive,,,
505,973,,8,passive,Good product but could use more integrations.,email,31.7
1143,7190,,7,passive,,email,
675,3388,,10,promoter,The Gantt charts are exactly what we needed.,email,3.8
651,1194,,9,promoter,Custom workflows are a game changer for our process.,,
778,4530,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,60.7
672,4148,,9,promoter,"Mobile app works great, can manage tasks on the go.",in_app,53.3
600,3507,,8,passive,"OK for basic project management, nothing special.",email,
342,3253,,6,detractor,Support takes forever to respond to tickets.,,
823,8139,,7,passive,Good product but could use more integrations.,,
681,5040,,3,detractor,Support takes forever to respond to tickets.,,
651,684,,9,promoter,The API is well-documented and easy to integrate with.,sms,60.4
978,4109,,6,detractor,Admin settings are a nightmare to configure.,,
408,1947,,2,detractor,Bugs everywhere. Feels like we're beta testing.,,
544,2153,,10,promoter,Best project management tool we've used. Highly recommend.,email,
1101,701,,7,passive,"Some features feel half-baked, like time tracking.",,11.6
537,3334,,10,promoter,Support team is incredibly responsive and helpful.,,7.5
375,6581,,2,detractor,Support takes forever to respond to tickets.,,
621,5261,,8,passive,Gets the job done but competitor X has better reporting.,,28.8
429,2468,,0,detractor,Integration with our tools doesn't work properly.,email,
818,5610,,6,detractor,Support takes forever to respond to tickets.,sms,
619,7050,,3,detractor,Way too expensive for what it offers.,email,
798,5240,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
636,752,,0,detractor,Bugs everywhere. Feels like we're beta testing.,,
392,2507,,8,passive,Gets the job done but competitor X has better reporting.,sms,
253,7614,,7,passive,"Some features feel half-baked, like time tracking.",email,
364,7986,,0,detractor,Way too expensive for what it offers.,,
1111,1867,,0,detractor,Mobile app crashes constantly on Android.,,
706,7428,,7,passive,"OK for basic project management, nothing special.",sms,
222,8138,,8,passive,Works fine but the mobile app needs improvement.,,
410,5440,,10,promoter,The API is well-documented and easy to integrate with.,email,
751,7059,,6,detractor,Integration with our tools doesn't work properly.,sms,
1168,3594,,9,promoter,"Mobile app works great, can manage tasks on the go.",sms,
210,184,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,
423,1743,,6,detractor,"Too slow, especially with large projects.",sms,
147,4484,,7,passive,,email,
39,5885,,6,detractor,Support takes forever to respond to tickets.,,
374,1533,,3,detractor,Mobile app crashes constantly on Android.,email,
205,7595,,8,passive,Works fine but the mobile app needs improvement.,sms,
324,2286,,5,detractor,Mobile app crashes constantly on Android.,sms,
58,247,,6,detractor,The interface is confusing and hard to navigate.,,
475,7284,,8,passive,Gets the job done but competitor X has better reporting.,,
581,1944,,6,detractor,Support takes forever to respond to tickets.,,
423,7856,,4,detractor,The interface is confusing and hard to navigate.,,
1058,7835,,7,passive,Would be better with better export options.,,
252,3080,,8,passive,"Some features feel half-baked, like time tracking.",,
405,6417,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
1184,367,,10,promoter,The Gantt charts are exactly what we needed.,sms,
880,4356,,7,passive,"OK for basic project management, nothing special.",sms,46.4
786,7223,,7,passive,,,
1204,2995,,8,passive,"Some features feel half-baked, like time tracking.",sms,
925,1620,,9,promoter,The Gantt charts are exactly what we needed.,,
861,5360,,8,passive,"OK for basic project management, nothing special.",in_app,
885,3343,,3,detractor,Lost data after an update. Very disappointed.,,16.6
169,1067,,7,passive,,in_app,
702,2195,,5,detractor,Support takes forever to respond to tickets.,,35.6
326,5818,,7,passive,Works fine but the mobile app needs improvement.,email,47.5
218,2623,,2,detractor,Mobile app crashes constantly on Android.,sms,
666,285,,8,passive,Gets the job done but competitor X has better reporting.,,
980,4244,,9,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
714,4042,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,
378,2889,,6,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
1123,5928,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
178,2141,,2,detractor,Mobile app crashes constantly on Android.,sms,
174,6521,,7,passive,Works fine but the mobile app needs improvement.,,
247,68,,9,promoter,Reporting features give us exactly the insights we need.,in_app,
17,3981,,8,passive,,in_app,
676,1385,,6,detractor,Support takes forever to respond to tickets.,in_app,
846,2289,,8,passive,"Some features feel half-baked, like time tracking.",in_app,34.0
139,4865,,8,passive,,in_app,
126,7470,,9,promoter,"Onboarding was smooth, team was productive within a day.",email,
292,6727,,7,passive,Would be better with better export options.,,4.6
908,2137,,7,passive,,email,
113,6526,,8,passive,Gets the job done but competitor X has better reporting.,,
932,748,,4,detractor,The interface is confusing and hard to navigate.,,
143,7015,,7,passive,Would be better with better export options.,email,
218,499,,7,passive,Would be better with better export options.,,
1089,5081,,9,promoter,Support team is incredibly responsive and helpful.,,
1199,6163,,9,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,25.6
791,3373,,8,passive,Gets the job done but competitor X has better reporting.,,38.8
961,5588,,10,promoter,Love the AI task suggestions! Saves us hours every week.,email,
738,5402,,4,detractor,Mobile app crashes constantly on Android.,sms,54.5
421,1768,,7,passive,Good product but could use more integrations.,,
172,2731,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
684,2702,,10,promoter,The Gantt charts are exactly what we needed.,,
1051,7966,,5,detractor,Support takes forever to respond to tickets.,sms,24.9
325,437,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
794,249,,5,detractor,Integration with our tools doesn't work properly.,email,
570,2729,,0,detractor,Switched from competitor and regret it honestly.,in_app,
1075,5286,,10,promoter,Best project management tool we've used. Highly recommend.,in_app,
352,8303,,5,detractor,Integration with our tools doesn't work properly.,email,
122,5406,,10,promoter,Reporting features give us exactly the insights we need.,sms,66.0
452,6920,,9,promoter,The API is well-documented and easy to integrate with.,sms,
53,1899,,8,passive,"Some features feel half-baked, like time tracking.",,
291,1027,,8,passive,"OK for basic project management, nothing special.",,
323,170,,8,passive,,,
900,7899,,7,passive,Solid tool but UI could be more intuitive.,,
953,173,,6,detractor,Integration with our tools doesn't work properly.,,
218,8412,,9,promoter,The API is well-documented and easy to integrate with.,sms,
944,4616,,6,detractor,Admin settings are a nightmare to configure.,,
720,2263,,6,detractor,Lost data after an update. Very disappointed.,,
918,1357,,10,promoter,Reporting features give us exactly the insights we need.,sms,
111,4634,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
1012,4261,,8,passive,,sms,
1090,1451,,6,detractor,"Too slow, especially with large projects.",,
739,1590,,7,passive,"OK for basic project management, nothing special.",,
1009,2459,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
234,5107,,9,promoter,Support team is incredibly responsive and helpful.,,
1113,4433,,7,passive,,,40.4
557,1899,,4,detractor,Switched from competitor and regret it honestly.,,
1089,4735,,7,passive,"Some features feel half-baked, like time tracking.",sms,
702,7153,,8,passive,,in_app,
1081,8017,,10,promoter,"Mobile app works great, can manage tasks on the go.",,45.3
54,3212,,5,detractor,Switched from competitor and regret it honestly.,,
784,5454,,7,passive,"Some features feel half-baked, like time tracking.",,
400,1249,,6,detractor,The interface is confusing and hard to navigate.,sms,21.8
656,5909,,2,detractor,Admin settings are a nightmare to configure.,,
1014,6002,,1,detractor,The interface is confusing and hard to navigate.,,
298,3654,,8,passive,,,
953,7968,,6,detractor,"Too slow, especially with large projects.",email,69.5
393,6965,,8,passive,Gets the job done but competitor X has better reporting.,in_app,
496,380,,6,detractor,The interface is confusing and hard to navigate.,,
429,3966,,7,passive,Works fine but the mobile app needs improvement.,,
1128,6533,,10,promoter,Best project management tool we've used. Highly recommend.,,8.9
138,903,,9,promoter,Love the AI task suggestions! Saves us hours every week.,sms,
1172,1747,,7,passive,Gets the job done but competitor X has better reporting.,sms,
1081,550,,9,promoter,Support team is incredibly responsive and helpful.,,
220,3091,,7,passive,Works fine but the mobile app needs improvement.,,
980,3322,,8,passive,"Decent, but the pricing is a bit high for what you get.",sms,
709,2449,,9,promoter,Support team is incredibly responsive and helpful.,in_app,33.0
80,2880,,7,passive,"Some features feel half-baked, like time tracking.",,
299,6749,,6,detractor,Lost data after an update. Very disappointed.,sms,14.6
971,4245,,10,promoter,Best project management tool we've used. Highly recommend.,sms,
273,507,,9,promoter,Reporting features give us exactly the insights we need.,,56.0
557,3159,,8,passive,,,
915,8498,,9,promoter,Support team is incredibly responsive and helpful.,email,
768,7437,,9,promoter,Best project management tool we've used. Highly recommend.,,
862,2959,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
818,7103,,7,passive,,,
1057,3745,,8,passive,,in_app,
845,1684,,6,detractor,"Too slow, especially with large projects.",email,63.6
1011,450,,7,passive,Works fine but the mobile app needs improvement.,in_app,
246,1566,,4,detractor,Switched from competitor and regret it honestly.,email,
1127,629,,4,detractor,Support takes forever to respond to tickets.,,
248,4937,,7,passive,Gets the job done but competitor X has better reporting.,,
299,421,,6,detractor,Way too expensive for what it offers.,,
830,852,,2,detractor,"Too slow, especially with large projects.",email,11.1
127,4890,,9,promoter,Best project management tool we've used. Highly recommend.,,47.0
1066,3835,,7,passive,Solid tool but UI could be more intuitive.,sms,58.2
266,3000,,10,promoter,"Mobile app works great, can manage tasks on the go.",email,44.5
433,7587,,9,promoter,Custom workflows are a game changer for our process.,email,49.1
1006,7040,,7,passive,Good product but could use more integrations.,in_app,
808,5921,,2,detractor,"Too slow, especially with large projects.",sms,
352,5839,,8,passive,,,58.9
667,7477,,10,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
1175,3932,,5,detractor,"Too slow, especially with large projects.",sms,30.2
30,3636,,8,passive,Good product but could use more integrations.,in_app,
713,722,,0,detractor,Switched from competitor and regret it honestly.,,
847,6329,,8,passive,"OK for basic project management, nothing special.",,
874,2273,,5,detractor,Way too expensive for what it offers.,,
860,4287,,7,passive,,,29.9
736,2651,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
980,3931,,6,detractor,Support takes forever to respond to tickets.,email,
55,3967,,10,promoter,Best project management tool we've used. Highly recommend.,,
162,4744,,8,passive,"Some features feel half-baked, like time tracking.",,
775,2496,,9,promoter,"Mobile app works great, can manage tasks on the go.",,70.1
668,5174,,7,passive,"Some features feel half-baked, like time tracking.",email,28.5
167,6025,,1,detractor,Integration with our tools doesn't work properly.,,33.7
931,393,,10,promoter,"Onboarding was smooth, team was productive within a day.",,
1111,6863,,2,detractor,Switched from competitor and regret it honestly.,,
428,1494,,8,passive,Would be better with better export options.,,
525,1393,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
989,4043,,3,detractor,Lost data after an update. Very disappointed.,sms,
42,4601,,9,promoter,The Gantt charts are exactly what we needed.,,1.5
832,6597,,8,passive,Works fine but the mobile app needs improvement.,,30.1
844,492,,4,detractor,Switched from competitor and regret it honestly.,,
389,7966,,8,passive,Would be better with better export options.,,
642,1663,,9,promoter,The API is well-documented and easy to integrate with.,,
490,2025,,8,passive,Solid tool but UI could be more intuitive.,,55.8
759,695,,2,detractor,Support takes forever to respond to tickets.,in_app,
829,3907,,10,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,
777,2576,,5,detractor,Switched from competitor and regret it honestly.,,
916,310,,2,detractor,Way too expensive for what it offers.,,
451,2222,,5,detractor,Mobile app crashes constantly on Android.,,
176,1823,,8,passive,Works fine but the mobile app needs improvement.,email,
370,7169,,8,passive,"OK for basic project management, nothing special.",,7.0
647,2638,,7,passive,Works fine but the mobile app needs improvement.,email,
971,3264,,9,promoter,Custom workflows are a game changer for our process.,,
32,5531,,7,passive,Solid tool but UI could be more intuitive.,,
895,1769,,4,detractor,Way too expensive for what it offers.,email,34.4
294,5470,,10,promoter,Support team is incredibly responsive and helpful.,email,
410,4194,,10,promoter,The Gantt charts are exactly what we needed.,,
861,8288,,7,passive,Would be better with better export options.,,
946,2271,,7,passive,"OK for basic project management, nothing special.",,
793,4296,,8,passive,Good product but could use more integrations.,sms,
154,4556,,7,passive,"Decent, but the pricing is a bit high for what you get.",,62.0
79,357,,9,promoter,Reporting features give us exactly the insights we need.,,
39,2673,,10,promoter,"Onboarding was smooth, team was productive within a day.",sms,
1000,2749,,7,passive,"Some features feel half-baked, like time tracking.",,
980,1051,,8,passive,Solid tool but UI could be more intuitive.,,
868,4912,,9,promoter,Reporting features give us exactly the insights we need.,email,
365,6305,,7,passive,Good product but could use more integrations.,sms,44.3
938,2522,,7,passive,Good product but could use more integrations.,email,
273,4026,,8,passive,"OK for basic project management, nothing special.",email,
975,6000,,8,passive,"OK for basic project management, nothing special.",,11.1
180,254,,7,passive,,,
384,8468,,10,promoter,Support team is incredibly responsive and helpful.,email,4.0
983,3563,,8,passive,Gets the job done but competitor X has better reporting.,in_app,
697,4499,,8,passive,Solid tool but UI could be more intuitive.,in_app,
190,5203,,1,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
943,1108,,8,passive,"OK for basic project management, nothing special.",,
82,2819,,8,passive,Good product but could use more integrations.,email,33.5
452,2692,,6,detractor,"Too slow, especially with large projects.",,
51,6921,,3,detractor,Mobile app crashes constantly on Android.,,
407,1631,,4,detractor,Way too expensive for what it offers.,,
331,6350,,0,detractor,Bugs everywhere. Feels like we're beta testing.,,
564,241,,5,detractor,Support takes forever to respond to tickets.,in_app,
1183,3916,,8,passive,Gets the job done but competitor X has better reporting.,,45.1
918,1335,,9,promoter,"Mobile app works great, can manage tasks on the go.",,54.9
644,4155,,7,passive,Good product but could use more integrations.,,
769,4499,,10,promoter,Best project management tool we've used. Highly recommend.,,
226,6970,,6,detractor,Switched from competitor and regret it honestly.,,
1082,1466,,7,passive,Good product but could use more integrations.,email,
745,6987,,8,passive,Would be better with better export options.,sms,
609,7403,,9,promoter,Reporting features give us exactly the insights we need.,,
917,4338,,3,detractor,Bugs everywhere. Feels like we're beta testing.,,7.1
424,2749,,9,promoter,Reporting features give us exactly the insights we need.,,50.3
10,6771,,5,detractor,Admin settings are a nightmare to configure.,email,
447,2300,,6,detractor,Lost data after an update. Very disappointed.,sms,
396,4918,,10,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,33.3
979,2258,,8,passive,"Some features feel half-baked, like time tracking.",,
387,5233,,3,detractor,"Too slow, especially with large projects.",email,
93,1003,,10,promoter,Reporting features give us exactly the insights we need.,,
1071,5629,,7,passive,Gets the job done but competitor X has better reporting.,,
408,4145,,0,detractor,Integration with our tools doesn't work properly.,,
28,1443,,7,passive,Good product but could use more integrations.,sms,
102,2936,,10,promoter,Reporting features give us exactly the insights we need.,in_app,
270,5440,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,
213,7249,,3,detractor,Way too expensive for what it offers.,,
175,2057,,8,passive,Good product but could use more integrations.,,
2,2497,,8,passive,Solid tool but UI could be more intuitive.,,52.7
570,4350,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
416,5815,,8,passive,Solid tool but UI could be more intuitive.,,16.2
29,3249,,8,passive,"Decent, but the pricing is a bit high for what you get.",sms,36.2
900,2618,,7,passive,Good product but could use more integrations.,in_app,11.6
115,720,,9,promoter,Custom workflows are a game changer for our process.,sms,35.3
910,2411,,7,passive,Gets the job done but competitor X has better reporting.,sms,
857,8009,,10,promoter,Best project management tool we've used. Highly recommend.,,13.0
987,6074,,2,detractor,Way too expensive for what it offers.,,
346,4834,,3,detractor,Integration with our tools doesn't work properly.,sms,2.6
1105,2852,,2,detractor,Way too expensive for what it offers.,,
343,6119,,8,passive,,in_app,69.1
184,5511,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
309,5520,,0,detractor,Bugs everywhere. Feels like we're beta testing.,,
212,6781,,7,passive,Gets the job done but competitor X has better reporting.,,
1049,2873,,10,promoter,Love the AI task suggestions! Saves us hours every week.,sms,48.3
50,6928,,6,detractor,"Too slow, especially with large projects.",sms,19.5
1182,1446,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
350,1499,,2,detractor,The interface is confusing and hard to navigate.,in_app,12.3
985,6872,,6,detractor,"Too slow, especially with large projects.",sms,
1075,989,,8,passive,Solid tool but UI could be more intuitive.,,
433,278,,9,promoter,Custom workflows are a game changer for our process.,sms,
728,7712,,0,detractor,Bugs everywhere. Feels like we're beta testing.,,
1111,7715,,6,detractor,Mobile app crashes constantly on Android.,sms,
168,6425,,8,passive,Gets the job done but competitor X has better reporting.,,
653,8300,,8,passive,,,
337,4521,,5,detractor,Integration with our tools doesn't work properly.,sms,
763,6628,,6,detractor,Integration with our tools doesn't work properly.,,
81,7016,,10,promoter,The Gantt charts are exactly what we needed.,,40.5
950,3260,,9,promoter,"Great product, easy to use. Team adopted it quickly.",sms,
238,8073,,2,detractor,Mobile app crashes constantly on Android.,in_app,42.5
213,7713,,7,passive,"Some features feel half-baked, like time tracking.",,
902,7534,,8,passive,,in_app,
1184,4427,,7,passive,"Decent, but the pricing is a bit high for what you get.",sms,
522,3083,,10,promoter,The Gantt charts are exactly what we needed.,,37.9
434,2927,,8,passive,Solid tool but UI could be more intuitive.,sms,20.5
148,7427,,6,detractor,"Too slow, especially with large projects.",in_app,
449,4069,,4,detractor,"Too slow, especially with large projects.",email,
428,5732,,4,detractor,Integration with our tools doesn't work properly.,,
343,5883,,8,passive,,in_app,
431,6898,,4,detractor,The interface is confusing and hard to navigate.,sms,
615,5634,,7,passive,,,
