customer_id,company_name,industry,is_churned,plan_tier,mrr_usd,total_events,last_activity,avg_session_sec,unique_features,team_size,latest_nps,recency_days,R_score,F_score,V_score,rfv_total,segment
363,VertexLogic,Retail,0,starter,12.0,38,2025-06-25 02:43:23,2167.32,4,6.0,8.0,281,2,2,2,6,🟤 Need Attention
364,LunaSystems,Technology,0,professional,39.0,33,2024-08-25 21:03:49,1728.9615384615386,4,31.0,0.0,585,1,1,3,5,🔴 High-Value Sleepers
365,Grid Dev,Logistics,0,starter,10.0,41,2025-10-19 14:09:59,2158.939393939394,3,2.0,7.0,165,4,3,2,9,🔵 Loyal Customers
366,VertexHQ,Healthcare,0,starter,12.0,30,2024-12-17 17:16:08,1865.6923076923076,6,8.0,6.0,471,1,1,2,4,⚪ Dormant/Lost
367,Hub Labs,Real Estate,0,free,0.0,47,2025-10-19 23:36:28,1788.7073170731708,1,10.0,6.0,165,4,4,1,9,🔵 Loyal Customers
368,NexusWorks,Technology,0,starter,19.0,43,2025-10-23 07:32:25,2127.137931034483,3,5.0,8.0,161,4,3,3,10,🟢 Champions
369,MetaNet,Insurance,0,starter,12.0,49,2025-10-09 09:22:34,1746.516129032258,7,10.0,9.0,175,4,4,2,10,🟢 Champions
370,Xenon Logic,Finance,1,starter,12.0,40,2025-07-05 16:12:51,1811.4166666666667,4,29.0,8.0,271,2,2,2,6,🟤 Need Attention
371,ZealStudio,Finance,0,free,0.0,43,2024-11-28 09:35:01,1875.125,2,5.0,5.0,490,1,3,1,5,🟠 At Risk
372,NexusPlatform,Consulting,0,professional,32.5,35,2025-10-18 09:16:43,1729.7096774193549,3,15.0,8.0,166,4,1,3,8,🟡 New/Promising
373,VineNet,Consulting,0,enterprise,99.0,31,2024-10-17 22:50:49,1776.2608695652175,2,5.0,9.0,532,1,1,4,6,🔴 High-Value Sleepers
374,UltraIO,Technology,1,free,0.0,44,2025-08-20 00:28:18,2354.1428571428573,3,1.0,7.0,225,3,3,1,7,🔵 Loyal Customers
375,TidalVentures,Logistics,0,professional,44.25,42,2025-08-14 12:40:36,1647.9285714285713,4,4.0,7.0,231,2,3,3,8,🟠 At Risk
376,XenonDynamics,Technology,0,free,0.0,40,2025-08-03 15:12:53,2159.266666666667,5,14.0,8.0,242,2,2,1,5,⚪ Dormant/Lost
377,ZenLogic,E-commerce,0,starter,10.8,38,2025-09-25 08:44:07,1709.64,6,15.0,9.0,189,3,2,2,7,🟡 New/Promising
378,Bolt Digital,Legal,0,professional,49.17,40,2025-03-12 22:12:33,1963.4666666666667,6,7.0,6.0,386,1,2,4,7,🔴 High-Value Sleepers
379,BeamDynamics,Manufacturing,0,enterprise,84.15,37,2024-12-26 23:53:28,1933.9615384615386,3,6.0,9.0,461,1,2,4,7,🔴 High-Value Sleepers
380,KeenIO,Healthcare,0,starter,19.0,51,2025-08-23 10:18:01,1636.1041666666667,7,14.0,7.0,222,3,4,3,10,🟢 Champions
381,EchoStack,Logistics,0,free,0.0,41,2025-02-15 06:15:35,1834.8285714285714,3,6.0,8.0,411,1,3,1,5,🟠 At Risk
382,Cloud Net,Telecommunications,1,professional,53.1,39,2025-10-19 11:00:09,1897.8,5,8.0,,165,4,2,4,10,🟢 Champions
383,Glow Tech,Retail,0,starter,12.67,39,2025-07-17 04:34:26,1848.5277777777778,4,18.0,8.0,259,2,2,2,6,🟤 Need Attention
384,QuestHQ,Finance,0,enterprise,165.83,35,2025-09-19 18:57:53,2084.4,6,6.0,2.0,195,3,1,4,8,🟡 New/Promising
385,WarpCorp,E-commerce,0,enterprise,99.0,39,2025-08-23 09:54:24,1786.625,3,19.0,10.0,222,3,2,4,9,🟡 New/Promising
386,EchoCloud,Insurance,1,starter,19.0,38,2025-07-03 23:59:28,2167.3225806451615,4,5.0,7.0,272,2,2,3,7,🔴 High-Value Sleepers
387,GridDynamics,Retail,0,enterprise,99.0,33,2024-11-21 16:22:41,1818.8260869565217,3,10.0,3.0,497,1,1,4,6,🔴 High-Value Sleepers
388,MetaDev,Legal,1,free,0.0,48,2025-07-11 05:12:05,1972.0,4,4.0,6.0,265,2,4,1,7,🟠 At Risk
389,CloudLabs,Technology,1,free,0.0,53,2025-10-30 10:12:52,1957.5348837209303,8,4.0,6.0,154,4,4,1,9,🔵 Loyal Customers
390,Sync HQ,Logistics,1,professional,32.5,46,2025-08-27 22:04:07,1615.65,7,2.0,,218,3,4,3,10,🟢 Champions
391,QuarkSolutions,Consulting,0,professional,59.0,41,2025-08-18 00:10:34,1806.78125,6,1.0,8.0,227,2,3,4,9,🟠 At Risk
392,Keen Pro,Education,1,professional,39.0,40,2025-10-12 15:30:24,1769.638888888889,5,51.0,7.0,172,4,2,3,9,🟡 New/Promising
393,EchoCorp,Legal,0,free,0.0,34,2025-08-08 03:43:29,1904.7931034482758,3,47.0,8.0,237,2,1,1,4,⚪ Dormant/Lost
394,DataStack,Logistics,0,professional,39.0,38,2025-06-02 01:42:47,1742.8333333333333,4,3.0,8.0,304,1,2,3,6,🔴 High-Value Sleepers
395,TidalNet,Healthcare,1,enterprise,89.1,39,2025-06-16 19:02:34,1697.4117647058824,7,18.0,4.0,290,2,2,4,8,🔴 High-Value Sleepers
396,Data Works,Insurance,0,professional,32.5,46,2025-04-29 14:40:13,1663.925,6,19.0,10.0,338,1,4,3,8,🟠 At Risk
397,EdgeAI,Consulting,1,professional,32.5,32,2025-01-31 05:32:26,1676.2222222222222,3,8.0,5.0,426,1,1,3,5,🔴 High-Value Sleepers
398,Meta Corp,Marketing,0,starter,10.0,37,2025-09-02 16:01:52,1839.0,2,25.0,,212,3,2,2,7,🟡 New/Promising
399,LinkSolutions,Healthcare,0,free,0.0,39,2025-09-09 20:05:04,1864.6666666666667,5,6.0,9.0,205,3,2,1,6,🟡 New/Promising
400,Flux Tech,Technology,0,professional,59.0,35,2025-08-23 06:37:45,1963.3703703703704,8,6.0,6.0,222,3,1,4,8,🟡 New/Promising
401,Core Corp,E-commerce,0,starter,15.83,31,2025-10-28 08:51:07,1952.9130434782608,4,5.0,8.0,156,4,1,2,7,🟡 New/Promising
402,MetaSystems,Healthcare,0,starter,15.83,33,2025-07-25 21:40:56,1599.7096774193549,3,9.0,8.0,251,2,1,2,5,⚪ Dormant/Lost
403,RiftIO,Finance,0,professional,39.0,40,2025-10-19 03:54:59,1795.235294117647,5,30.0,9.0,165,4,2,3,9,🟡 New/Promising
404,Bolt IO,Media,0,starter,10.0,38,2025-09-26 20:17:05,1962.909090909091,3,6.0,6.0,188,3,2,2,7,🟡 New/Promising
405,GridPlatform,Retail,0,free,0.0,35,2025-10-06 08:22:41,1920.344827586207,4,3.0,9.0,178,4,1,1,6,🟡 New/Promising
406,UnitSoftware,Education,0,professional,59.0,36,2025-06-28 14:25:58,1668.107142857143,3,2.0,10.0,278,2,1,4,7,🔴 High-Value Sleepers
407,MistSolutions,Logistics,0,starter,17.1,38,2025-06-26 06:37:27,1626.5925925925926,4,15.0,4.0,280,2,2,3,7,🔴 High-Value Sleepers
408,AcmePro,Retail,0,starter,19.0,48,2025-10-12 20:02:01,1650.4418604651162,8,5.0,9.0,172,4,4,3,11,🟢 Champions
409,EchoPro,Technology,1,free,0.0,38,2025-10-29 21:09:05,2001.3333333333333,3,7.0,7.0,155,4,2,1,7,🟡 New/Promising
410,NovaDigital,E-commerce,0,starter,9.0,41,2025-08-17 15:47:40,2092.5625,4,13.0,5.0,228,2,3,2,7,🟠 At Risk
411,ZealDigital,Manufacturing,0,starter,19.0,34,2025-08-06 21:26:30,1790.6451612903227,3,5.0,1.0,239,2,1,3,6,🔴 High-Value Sleepers
412,SageGroup,Insurance,0,professional,39.0,44,2025-05-07 13:43:15,1483.8974358974358,8,4.0,,330,1,3,3,7,🟠 At Risk
413,YieldStudio,Technology,0,professional,59.0,28,2025-04-02 23:52:29,1470.7894736842106,5,3.0,8.0,364,1,1,4,6,🔴 High-Value Sleepers
414,UltraStudio,Media,1,starter,10.0,36,2025-05-24 08:38:24,1619.090909090909,4,27.0,6.0,313,1,1,2,4,⚪ Dormant/Lost
415,CoreGroup,Logistics,1,professional,39.0,38,2025-09-15 00:56:56,1590.6764705882354,6,9.0,5.0,199,3,2,3,8,🟡 New/Promising
416,NovaDev,Technology,1,professional,32.5,41,2025-09-30 13:27:29,1756.1666666666667,5,6.0,8.0,184,3,3,3,9,🔵 Loyal Customers
417,ArcVentures,Logistics,0,professional,39.0,41,2025-10-01 07:12:36,1947.6363636363637,9,57.0,10.0,183,3,3,3,9,🔵 Loyal Customers
418,KiteGroup,Legal,1,starter,12.67,42,2025-09-18 20:10:41,1760.1944444444443,4,10.0,10.0,196,3,3,2,8,🔵 Loyal Customers
419,JetStudio,Finance,0,free,0.0,47,2025-09-23 03:43:42,1828.1081081081081,5,4.0,7.0,191,3,4,1,8,🔵 Loyal Customers
420,Sync Hub,Real Estate,0,free,0.0,48,2025-10-02 21:58:21,1723.675,8,12.0,9.0,182,4,4,1,9,🔵 Loyal Customers
421,TidalLabs,Retail,0,starter,19.0,32,2025-05-25 07:40:27,1699.8461538461538,2,4.0,9.0,312,1,1,3,5,🔴 High-Value Sleepers
422,BoltTech,Consulting,1,free,0.0,40,2025-10-14 02:17:57,1833.090909090909,8,12.0,10.0,170,4,2,1,7,🟡 New/Promising
423,SyncStudio,Consulting,1,enterprise,165.83,48,2025-07-26 12:47:37,1755.5675675675675,5,35.0,4.0,250,2,4,4,10,🟢 Champions
424,IonVentures,Finance,1,professional,44.25,38,2025-09-13 00:18:02,1615.3548387096773,4,3.0,10.0,201,3,2,3,8,🟡 New/Promising
425,MetaSolutions,Education,0,enterprise,99.0,45,2025-08-06 21:31:51,1896.4848484848485,5,15.0,9.0,239,2,3,4,9,🟠 At Risk
426,TidalStack,Consulting,0,starter,10.0,32,2025-03-11 07:39:45,2011.2083333333333,2,4.0,7.0,387,1,1,2,4,⚪ Dormant/Lost
427,EchoVentures,Education,1,starter,15.83,45,2025-10-25 16:56:10,1654.923076923077,6,17.0,7.0,159,4,3,2,9,🔵 Loyal Customers
428,Xenon Corp,Logistics,1,enterprise,82.5,50,2025-07-09 17:22:13,1981.8974358974358,6,5.0,5.0,267,2,4,4,10,🟢 Champions
429,UltraOps,Education,0,starter,10.0,38,2025-07-08 07:56:42,2103.5185185185187,3,21.0,7.0,268,2,2,2,6,🟤 Need Attention
430,Jet Dev,E-commerce,0,starter,12.0,39,2025-10-09 06:03:24,1813.142857142857,5,54.0,3.0,175,4,2,2,8,🟡 New/Promising
431,ArcHQ,Healthcare,0,starter,15.83,37,2025-02-05 13:06:16,1675.78125,5,32.0,0.0,421,1,2,2,5,⚪ Dormant/Lost
432,Hub Platform,Finance,0,starter,9.0,41,2025-08-19 14:59:19,1825.8333333333333,4,20.0,7.0,226,2,3,2,7,🟠 At Risk
433,BoltHub,Manufacturing,0,professional,59.0,41,2025-09-25 15:27:08,1951.0882352941176,3,2.0,9.0,189,3,3,4,10,🟢 Champions
434,Meta Solutions,Logistics,0,enterprise,82.5,39,2025-07-09 19:18:14,1586.9666666666667,4,1.0,8.0,267,2,2,4,8,🔴 High-Value Sleepers
435,Link Hub,Technology,1,starter,19.0,45,2024-07-29 21:33:51,1632.8823529411766,6,7.0,5.0,612,1,3,3,7,🟠 At Risk
436,CoreOps,Finance,1,free,0.0,49,2025-10-21 20:54:14,1816.075,6,18.0,8.0,163,4,4,1,9,🔵 Loyal Customers
437,Ultra IO,Healthcare,0,free,0.0,35,2025-10-19 10:00:28,1607.5666666666666,5,10.0,5.0,165,4,1,1,6,🟡 New/Promising
438,EdgeIO,Marketing,1,starter,9.0,32,2025-01-20 02:09:57,1680.2608695652175,3,2.0,8.0,437,1,1,2,4,⚪ Dormant/Lost
439,Meta Works,E-commerce,0,professional,39.0,33,2024-07-05 00:08:24,1516.2307692307693,7,10.0,,636,1,1,3,5,🔴 High-Value Sleepers
440,WaveIO,Manufacturing,0,enterprise,199.0,37,2025-10-25 15:07:16,1742.8333333333333,3,3.0,8.0,159,4,2,4,10,🟢 Champions
441,LunaLogic,Marketing,0,free,0.0,40,2025-07-14 02:09:03,1722.3103448275863,4,3.0,8.0,262,2,2,1,5,⚪ Dormant/Lost
442,Warp AI,Manufacturing,0,professional,39.0,47,2025-10-15 07:05:47,2003.6666666666667,4,5.0,8.0,169,4,4,3,11,🟢 Champions
443,Trek Logic,Consulting,0,starter,8.5,35,2023-12-05 16:16:58,1995.1666666666667,5,52.0,6.0,849,1,1,1,3,⚪ Dormant/Lost
444,NexusOps,Education,1,free,0.0,34,2025-05-16 14:29:05,1858.5333333333333,2,2.0,6.0,321,1,1,1,3,⚪ Dormant/Lost
445,Pulse Platform,E-commerce,1,enterprise,199.0,28,2025-10-24 10:57:55,2066.2,6,13.0,7.0,160,4,1,4,9,🟡 New/Promising
446,RushLabs,Real Estate,0,free,0.0,49,2025-06-06 12:48:42,1870.162162162162,4,5.0,8.0,300,1,4,1,6,🟠 At Risk
447,Beam Software,Consulting,0,starter,12.0,50,2024-11-16 01:18:35,1756.2162162162163,5,30.0,0.0,502,1,4,2,7,🟠 At Risk
448,Vertex Analytics,Healthcare,0,starter,10.0,37,2025-07-09 00:05:00,1852.2758620689656,5,11.0,10.0,267,2,2,2,6,🟤 Need Attention
449,QuarkGroup,Logistics,0,free,0.0,42,2025-05-18 20:00:08,2038.8387096774193,6,34.0,3.0,319,1,3,1,5,🟠 At Risk
450,RushStack,Real Estate,1,starter,8.5,37,2025-08-13 18:50:20,1916.21875,3,51.0,6.0,232,2,2,1,5,⚪ Dormant/Lost
451,Arc Analytics,Retail,1,free,0.0,40,2025-10-27 10:56:40,2197.1612903225805,6,2.0,5.0,157,4,2,1,7,🟡 New/Promising
452,Rush Digital,Technology,0,free,0.0,31,2025-09-11 00:11:40,2184.16,6,4.0,6.0,203,3,1,1,5,🟡 New/Promising
453,ArcStudio,Telecommunications,1,professional,59.0,39,2025-08-28 03:55:27,1884.03125,4,3.0,7.0,217,3,2,4,9,🟡 New/Promising
454,MistSystems,Marketing,1,free,0.0,31,2025-10-22 18:18:32,1663.5555555555557,9,4.0,9.0,162,4,1,1,6,🟡 New/Promising
455,HubWorks,Consulting,0,professional,32.5,50,2025-09-22 17:05:12,1618.9736842105262,4,23.0,9.0,192,3,4,3,10,🟢 Champions
456,VineOps,Technology,1,free,0.0,45,2025-08-27 09:11:23,1609.7941176470588,2,21.0,5.0,218,3,3,1,7,🔵 Loyal Customers
457,Warp Platform,Education,0,free,0.0,41,2025-10-24 06:32:33,1713.8857142857144,4,4.0,,160,4,3,1,8,🔵 Loyal Customers
458,VertexNet,Telecommunications,0,starter,12.0,40,2025-07-17 00:06:23,1854.4285714285713,5,44.0,8.0,259,2,2,2,6,🟤 Need Attention
459,SageLabs,Logistics,0,enterprise,82.5,32,2025-07-06 00:37:07,1566.7272727272727,2,20.0,10.0,270,2,1,4,7,🔴 High-Value Sleepers
460,MistOps,Marketing,0,professional,32.5,41,2025-10-20 11:23:42,1780.4117647058824,4,5.0,3.0,164,4,3,3,10,🟢 Champions
461,Bolt Dynamics,Logistics,0,professional,59.0,43,2025-04-22 05:59:31,1720.121212121212,5,8.0,9.0,345,1,3,4,8,🟠 At Risk
462,Trek Dev,Manufacturing,0,starter,15.83,44,2025-08-23 03:50:05,1650.6315789473683,5,56.0,5.0,222,3,3,2,8,🔵 Loyal Customers
463,IonCorp,Real Estate,0,starter,10.0,50,2025-10-01 07:59:42,1821.860465116279,8,3.0,7.0,183,3,4,2,9,🔵 Loyal Customers
464,Ion Works,Legal,0,professional,39.0,41,2025-07-07 02:31:35,1893.28125,6,10.0,4.0,269,2,3,3,8,🟠 At Risk
465,MistNet,Technology,0,enterprise,99.0,31,2024-04-13 19:19:28,1690.3478260869565,3,5.0,1.0,719,1,1,4,6,🔴 High-Value Sleepers
466,Ultra Net,Media,0,starter,19.0,42,2025-10-04 22:31:15,1196.2333333333333,5,6.0,4.0,180,4,3,3,10,🟢 Champions
467,NexusHub,Media,0,starter,12.0,44,2025-07-07 20:59:24,2024.9310344827586,4,4.0,7.0,269,2,3,2,7,🟠 At Risk
468,Drift Corp,Healthcare,0,professional,39.0,37,2025-07-24 06:06:03,1704.3103448275863,6,3.0,6.0,252,2,2,3,7,🔴 High-Value Sleepers
469,SyncSolutions,Legal,1,professional,49.17,49,2025-09-30 15:32:10,1904.4054054054054,6,8.0,7.0,184,3,4,4,11,🟢 Champions
470,Rift Systems,Manufacturing,0,free,0.0,36,2025-10-08 04:35:06,1808.21875,4,5.0,10.0,176,4,1,1,6,🟡 New/Promising
471,CloudStack,Consulting,0,starter,12.0,38,2025-07-14 22:14:18,1828.7666666666667,3,2.0,5.0,262,2,2,2,6,🟤 Need Attention
472,Pulse Hub,Retail,0,professional,26.0,31,2025-08-13 15:49:16,2014.75,6,13.0,4.0,232,2,1,3,6,🔴 High-Value Sleepers
473,VineCloud,Real Estate,0,starter,19.0,47,2025-07-29 00:17:39,1568.878048780488,6,2.0,7.0,247,2,4,3,9,🟠 At Risk
474,Onyx Corp,Healthcare,0,starter,10.0,34,2025-05-29 01:07:29,1834.88,2,4.0,10.0,308,1,1,2,4,⚪ Dormant/Lost
475,IonOps,Retail,0,professional,49.17,46,2025-10-29 02:57:16,2040.3055555555557,9,2.0,4.0,155,4,4,4,12,🟢 Champions
476,WaveAnalytics,Insurance,1,starter,12.0,34,2024-09-15 21:12:34,1514.1724137931035,4,9.0,8.0,564,1,1,2,4,⚪ Dormant/Lost
477,Vine Group,Education,0,starter,12.0,44,2025-05-07 01:32:36,1797.0625,9,21.0,9.0,330,1,3,2,6,🟠 At Risk
478,TidalGroup,Real Estate,1,starter,12.0,44,2025-09-09 11:45:48,1676.2058823529412,3,3.0,7.0,205,3,3,2,8,🔵 Loyal Customers
479,NovaIO,Logistics,1,enterprise,199.0,45,2025-05-16 03:44:44,2162.5,5,5.0,7.0,321,1,3,4,8,🟠 At Risk
480,Zen AI,Marketing,0,enterprise,99.0,52,2025-10-25 18:06:26,1567.2682926829268,10,4.0,3.0,159,4,4,4,12,🟢 Champions
481,FluxLogic,Real Estate,0,enterprise,99.0,33,2024-11-17 05:04:41,1506.2758620689656,3,24.0,10.0,501,1,1,4,6,🔴 High-Value Sleepers
482,EchoSystems,Logistics,0,professional,39.0,54,2025-09-21 08:06:30,1913.642857142857,6,4.0,,193,3,4,3,10,🟢 Champions
483,IonCloud,Manufacturing,0,professional,59.0,34,2025-10-02 20:43:18,1656.5,4,3.0,0.0,182,4,1,4,9,🟡 New/Promising
484,GridCorp,Consulting,0,starter,15.83,34,2025-06-26 15:23:27,2097.75,3,6.0,6.0,280,2,1,2,5,⚪ Dormant/Lost
485,EdgeWorks,Real Estate,0,professional,49.17,45,2025-10-26 06:27:45,1431.6666666666667,2,2.0,8.0,158,4,3,4,11,🟢 Champions
486,TrekAI,Consulting,0,enterprise,99.0,38,2025-08-15 21:20:17,1739.076923076923,4,28.0,9.0,230,2,2,4,8,🔴 High-Value Sleepers
487,Hub Software,Telecommunications,1,starter,15.83,33,2025-10-15 03:24:10,1958.0384615384614,4,3.0,9.0,169,4,1,2,7,🟡 New/Promising
488,MetaHQ,Insurance,0,free,0.0,33,2025-06-27 01:29:52,1946.7142857142858,5,40.0,9.0,279,2,1,1,4,⚪ Dormant/Lost
489,Warp Hub,Media,0,free,0.0,41,2025-09-14 12:30:57,1847.3235294117646,4,3.0,8.0,200,3,3,1,7,🔵 Loyal Customers
490,ZealLabs,Media,1,enterprise,199.0,48,2025-09-04 19:08:55,2121.2631578947367,4,3.0,5.0,210,3,4,4,11,🟢 Champions
491,ArcLogic,Legal,0,free,0.0,38,2025-09-21 20:26:36,1911.1,1,4.0,6.0,193,3,2,1,6,🟡 New/Promising
492,NexusGroup,Legal,0,starter,10.8,37,2024-07-28 06:24:45,2056.6428571428573,5,2.0,9.0,613,1,2,2,5,⚪ Dormant/Lost
493,Flow Dev,Media,0,professional,39.0,34,2025-04-28 20:59:51,2067.3928571428573,4,1.0,8.0,339,1,1,3,5,🔴 High-Value Sleepers
494,UnitAI,Education,0,free,0.0,42,2025-08-30 06:33:15,1644.7931034482758,3,19.0,8.0,215,3,3,1,7,🔵 Loyal Customers
495,Trek Ventures,Logistics,0,professional,39.0,45,2025-04-06 08:20:20,1931.0857142857142,5,6.0,8.0,361,1,3,3,7,🟠 At Risk
496,Beam Digital,Consulting,0,starter,19.0,49,2025-10-08 15:51:03,1843.25,6,5.0,10.0,176,4,4,3,11,🟢 Champions
497,HiveSystems,Consulting,1,free,0.0,46,2025-04-29 08:00:16,1987.7027027027027,7,12.0,5.0,338,1,4,1,6,🟠 At Risk
498,XenonCloud,Education,0,professional,39.0,45,2025-08-30 01:07:48,1976.0,5,6.0,,215,3,3,3,9,🔵 Loyal Customers
499,AcmeSystems,Healthcare,0,starter,12.0,45,2025-09-04 03:06:08,1895.969696969697,3,49.0,7.0,210,3,3,2,8,🔵 Loyal Customers
500,WarpDigital,Consulting,0,professional,49.17,44,2025-07-24 00:21:10,1573.5263157894738,3,50.0,2.0,252,2,3,4,9,🟠 At Risk
501,Flow Solutions,Legal,1,free,0.0,33,2025-10-29 04:33:29,1819.1,4,1.0,10.0,155,4,1,1,6,🟡 New/Promising
502,WarpIO,Technology,0,free,0.0,37,2025-09-29 12:23:18,1673.1333333333334,5,6.0,6.0,185,3,2,1,6,🟡 New/Promising
503,Bolt Works,Manufacturing,1,professional,39.0,44,2025-03-31 13:11:24,1626.774193548387,3,5.0,8.0,367,1,3,3,7,🟠 At Risk
504,Nexus Works,Finance,0,enterprise,89.1,36,2025-05-09 03:19:57,1464.896551724138,8,1.0,9.0,328,1,1,4,6,🔴 High-Value Sleepers
505,Mist Ventures,E-commerce,0,free,0.0,37,2025-06-07 20:58:04,1958.032258064516,7,14.0,8.0,299,1,2,1,4,⚪ Dormant/Lost
506,BoltAnalytics,Real Estate,1,starter,12.0,37,2025-06-15 18:15:37,1564.4642857142858,3,15.0,7.0,291,2,2,2,6,🟤 Need Attention
507,IrisSolutions,Media,1,starter,14.25,43,2025-10-03 13:43:16,1724.2564102564102,7,13.0,1.0,181,4,3,2,9,🔵 Loyal Customers
508,Glow Cloud,Technology,0,professional,50.15,35,2025-10-23 18:14:22,1766.6296296296296,8,1.0,9.0,161,4,1,4,9,🟡 New/Promising
509,WarpNet,E-commerce,0,professional,59.0,45,2025-06-20 03:05:26,1812.4166666666667,7,22.0,4.0,286,2,3,4,9,🟠 At Risk
510,RiftSolutions,Telecommunications,0,starter,10.0,45,2025-02-11 19:51:43,1834.2631578947369,5,29.0,8.0,415,1,3,2,6,🟠 At Risk
511,WaveLogic,Marketing,1,free,0.0,48,2025-06-17 05:02:19,1737.6666666666667,5,5.0,7.0,289,2,4,1,7,🟠 At Risk
512,RiftNet,Healthcare,0,starter,8.5,47,2025-08-11 12:21:07,1818.6216216216217,5,41.0,10.0,234,2,4,2,8,🟠 At Risk
513,AcmeSoftware,Logistics,0,free,0.0,39,2025-08-19 04:54:32,1685.7666666666667,4,10.0,8.0,226,2,2,1,5,⚪ Dormant/Lost
514,Edge Digital,Education,0,professional,39.0,36,2025-09-19 07:02:15,2084.6428571428573,5,15.0,6.0,195,3,1,3,7,🟡 New/Promising
515,AcmeCorp,Logistics,0,professional,32.5,32,2025-07-10 06:04:29,1749.7826086956522,5,2.0,9.0,266,2,1,3,6,🔴 High-Value Sleepers
516,DataAnalytics,Media,0,professional,41.79,34,2025-08-10 04:16:46,2033.8846153846155,4,13.0,7.0,235,2,1,3,6,🔴 High-Value Sleepers
517,Tidal Tech,Logistics,1,enterprise,99.0,45,2025-06-17 01:52:34,1807.7297297297298,6,13.0,8.0,289,2,3,4,9,🟠 At Risk
518,HivePlatform,Insurance,0,starter,19.0,46,2025-10-29 04:43:45,1833.5757575757575,4,10.0,6.0,155,4,4,3,11,🟢 Champions
519,IonAI,Consulting,0,starter,12.0,40,2025-08-17 10:26:27,1868.28125,2,6.0,6.0,228,2,2,2,6,🟤 Need Attention
520,OrbitGroup,Real Estate,0,professional,32.5,45,2025-05-18 07:13:49,1871.2777777777778,3,4.0,6.0,319,1,3,3,7,🟠 At Risk
521,HiveWorks,Healthcare,0,starter,10.0,54,2025-09-22 18:27:51,1885.8809523809523,4,4.0,,192,3,4,2,9,🔵 Loyal Customers
522,GlowStack,Education,1,professional,35.1,37,2025-10-15 10:14:07,1908.909090909091,5,15.0,8.0,169,4,2,3,9,🟡 New/Promising
523,PulseDev,Media,1,starter,12.0,35,2025-10-12 05:22:46,1767.6296296296296,4,56.0,,172,4,1,2,7,🟡 New/Promising
524,LinkVentures,Real Estate,1,free,0.0,52,2025-10-23 12:52:43,1965.5714285714287,6,6.0,3.0,161,4,4,1,9,🔵 Loyal Customers
525,VertexPro,Manufacturing,1,enterprise,82.5,41,2025-10-10 01:31:14,2290.2258064516127,6,1.0,8.0,174,4,3,4,11,🟢 Champions
526,Quark Pro,Finance,0,free,0.0,46,2025-05-04 15:32:13,1797.969696969697,6,6.0,8.0,333,1,4,1,6,🟠 At Risk
527,VertexSoftware,E-commerce,0,professional,49.17,35,2025-10-15 00:54:18,2055.185185185185,5,1.0,7.0,169,4,1,4,9,🟡 New/Promising
528,MetaSoftware,Legal,1,free,0.0,44,2025-02-27 13:00:12,1724.1081081081081,6,2.0,5.0,399,1,3,1,5,🟠 At Risk
529,IonDev,Telecommunications,0,starter,10.0,52,2025-10-30 07:43:51,2098.279069767442,5,6.0,3.0,154,4,4,2,10,🟢 Champions
530,FluxDev,Marketing,0,starter,9.0,34,2025-08-16 13:25:16,2146.25,4,14.0,10.0,229,2,1,2,5,⚪ Dormant/Lost
531,NovaPlatform,Consulting,0,free,0.0,37,2025-06-24 17:43:38,1709.5,3,33.0,,282,2,2,1,5,⚪ Dormant/Lost
532,SyncHQ,E-commerce,0,starter,10.0,36,2025-07-30 22:54:15,1607.0384615384614,3,13.0,9.0,246,2,1,2,5,⚪ Dormant/Lost
533,Edge Studio,Telecommunications,1,starter,8.0,28,2024-03-29 22:23:21,1678.7083333333333,3,1.0,9.0,734,1,1,1,3,⚪ Dormant/Lost
534,QuarkCloud,Insurance,0,professional,59.0,51,2025-10-29 07:04:42,1715.904761904762,6,25.0,4.0,155,4,4,4,12,🟢 Champions
535,ZenVentures,Technology,0,professional,49.17,48,2025-08-29 10:43:29,1761.9,6,5.0,,216,3,4,4,11,🟢 Champions
536,UnitHQ,Healthcare,1,enterprise,99.0,42,2025-10-18 15:32:56,2104.28125,6,1.0,7.0,166,4,3,4,11,🟢 Champions
537,VineLabs,Logistics,0,starter,12.0,47,2025-10-30 09:51:49,1645.5555555555557,4,36.0,10.0,154,4,4,2,10,🟢 Champions
538,IonDigital,Marketing,0,professional,39.0,50,2025-10-02 11:40:26,1811.0,6,9.0,9.0,182,4,4,3,11,🟢 Champions
539,GridWorks,Consulting,0,enterprise,82.5,35,2025-03-21 07:50:50,1914.2592592592594,6,30.0,6.0,377,1,1,4,6,🔴 High-Value Sleepers
540,Quest Dev,Healthcare,1,free,0.0,33,2025-06-21 03:19:22,1921.3461538461538,3,14.0,,285,2,1,1,4,⚪ Dormant/Lost
541,TidalCorp,Logistics,0,enterprise,199.0,39,2025-08-18 03:45:37,2137.3529411764707,4,3.0,,227,2,2,4,8,🔴 High-Value Sleepers
542,ZenGroup,Media,0,free,0.0,38,2025-10-27 23:45:39,1702.5714285714287,5,5.0,7.0,156,4,2,1,7,🟡 New/Promising
543,Nexus Pro,Manufacturing,1,professional,49.17,43,2025-10-03 17:16:29,1677.0,5,11.0,3.0,181,4,3,4,11,🟢 Champions
544,SagePro,E-commerce,0,enterprise,89.1,49,2025-08-29 11:01:07,1868.1714285714286,7,9.0,10.0,216,3,4,4,11,🟢 Champions
